Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-09,6710.311638944892,6710.311638944892,6522.610614079301,6546.0732421875,11195100,0.0,0.0
2025-05-14,6663.386158809727,6898.012432007253,6663.386158809727,6874.5498046875,24250000,0.0,0.0
2025-05-15,6944.937914704623,7038.788427065496,6780.699518073095,6851.08740234375,22144000,0.0,0.0
2025-05-16,6851.08740234375,7132.63893942637,6804.162146163313,6851.08740234375,37532100,0.0,0.0
2025-05-19,6874.550129684988,7343.802698264168,6874.550129684988,7296.87744140625,35365700,0.0,0.0
2025-05-20,7320.340041701858,7508.0410684121625,6898.012731603674,6944.93798828125,40367400,0.0,0.0
2025-05-21,6991.863018202862,7062.250900936448,6874.549880313552,6968.400390625,21294900,0.0,0.0
2025-05-22,7038.7883890086205,7085.713644935345,6757.236853448276,6804.162109375,24343300,0.0,0.0
2025-05-23,6733.774188571506,6780.699444240994,6710.311560736762,6757.23681640625,9632100,0.0,0.0
2025-05-26,6874.550067097151,7156.101605681335,6804.162182451105,6898.0126953125,20265000,0.0,0.0
2025-05-27,6944.937686646758,6991.862941286263,6804.161922728243,6874.5498046875,13934500,0.0,0.0
2025-05-28,6921.47498107699,6921.47498107699,6780.69921875,6780.69921875,9505100,0.0,0.0
2025-06-02,6804.161995901189,6827.624623473262,6639.923602896677,6663.38623046875,10961000,0.0,0.0
2025-06-03,6686.849048112211,6733.774304590191,6569.53590691726,6592.99853515625,10548800,0.0,0.0
2025-06-04,6592.998498403897,6686.849010836693,6452.222729754704,6546.0732421875,14692700,0.0,0.0
2025-06-05,6569.536025889599,6569.536025889599,6381.834996578467,6428.76025390625,23715400,0.0,0.0
2025-06-10,6428.760137483318,6710.311676351201,6428.760137483318,6592.99853515625,12513600,0.0,0.0
2025-06-11,6616.460829368512,6804.161845804499,6569.535575259515,6780.69921875,21661500,0.0,0.0
2025-06-12,6780.699368329116,6804.161995901189,6616.460975324604,6663.38623046875,9841900,0.0,0.0
2025-06-13,6710.311749588816,6804.162263569079,6663.3864925986845,6686.84912109375,11693000,0.0,0.0
2025-06-16,6686.848969558189,6991.863133081896,6686.848969558189,6804.162109375,28506200,0.0,0.0
2025-06-17,6804.162299923781,6851.087557164634,6663.386528201219,6733.7744140625,9033300,0.0,0.0
2025-06-18,6757.237042682927,6804.162299923781,6686.849156821646,6733.7744140625,6643000,0.0,0.0
2025-06-19,6733.774341596732,6757.236969964664,6546.073314653268,6639.923828125,12942500,0.0,0.0
2025-06-20,6639.923828125,6710.311713228798,6475.6854295494695,6639.923828125,67148300,0.0,0.0
2025-06-23,6522.6103515625,6686.848741709757,6452.222470070818,6522.6103515625,9494400,0.0,0.0
2025-06-24,6546.073278678269,6780.6995610681715,6522.610650439279,6592.99853515625,8083700,0.0,0.0
2025-06-25,6592.998384915866,6639.9236403245195,6358.372107872597,6405.29736328125,11477000,0.0,0.0
2025-06-26,6405.2975163246265,6452.222772854478,6287.984375,6287.984375,11106700,0.0,0.0
2025-06-30,6287.984411168981,6381.834924768518,6287.984411168981,6334.90966796875,7300800,0.0,0.0
2025-07-01,6381.8346596189585,6405.297287044028,6287.98414991868,6311.44677734375,6036200,0.0,0.0
2025-07-02,6334.90963152985,6381.834888059701,6241.059118470149,6287.984375,6616300,0.0,0.0
2025-07-03,6334.909553390117,6592.9984611208265,6311.446925414599,6499.14794921875,14466700,0.0,0.0
2025-07-04,6499.147762625558,6639.923526436942,6475.685135323661,6569.53564453125,5259500,0.0,0.0
2025-07-07,6569.535605890288,6592.998233054182,6405.29721574303,6522.6103515625,5024500,0.0,0.0
2025-07-08,6522.610312641531,6569.535566689311,6452.2224315698595,6475.68505859375,2946700,0.0,0.0
2025-07-09,6475.685511234034,6475.685511234034,6405.297625242359,6428.76025390625,7961800,0.0,0.0
2025-07-10,6452.222729754704,6616.461126512097,6452.222729754704,6546.0732421875,5414200,0.0,0.0
2025-07-11,6569.53564453125,6663.386153738839,6546.073017229352,6569.53564453125,6521600,0.0,0.0
2025-07-14,6569.535833145307,6639.923717071864,6499.14794921875,6499.14794921875,6582400,0.0,0.0
2025-07-15,6546.073278678269,6616.46116339524,6475.685393961298,6592.99853515625,5931300,0.0,0.0
2025-07-16,6639.923717071864,6663.386345047383,6475.685321243232,6499.14794921875,6273900,0.0,0.0
2025-07-17,6546.073129507212,6546.073129507212,6381.834735576924,6405.29736328125,9020500,0.0,0.0
2025-07-18,6381.834735576924,6452.222618689904,6311.446852463942,6405.29736328125,14712300,0.0,0.0
2025-07-21,6405.297553168402,6428.7601815682865,6311.447039568866,6334.90966796875,12519900,0.0,0.0
2025-07-22,6334.909589213709,6592.998498403897,6311.44696110551,6546.0732421875,26414700,0.0,0.0
2025-07-23,6663.386528201219,6757.237042682927,6592.998642339939,6733.7744140625,29269800,0.0,0.0
2025-07-24,6757.236856949459,6827.6247408760155,6475.685321243232,6499.14794921875,13895200,0.0,0.0
2025-07-25,6522.610539772728,6546.0731676136365,6428.760028409091,6452.22265625,6397800,0.0,0.0
2025-07-28,6592.99853515625,6639.92379163423,6546.073278678269,6592.99853515625,8951900,0.0,0.0
2025-07-29,6616.460860218075,6616.460860218075,6522.6103515625,6522.6103515625,6279400,0.0,0.0
2025-07-30,6569.535795454546,6569.535795454546,6428.760028409091,6452.22265625,7260600,0.0,0.0
2025-07-31,6499.148103601792,6499.148103601792,6358.372332404641,6381.8349609375,10288900,0.0,0.0
2025-08-01,6522.610768561816,6522.610768561816,6405.297625242359,6428.76025390625,7478500,0.0,0.0
2025-08-04,6428.759953009687,6452.222580575415,6334.909442746772,6358.3720703125,11540500,0.0,0.0
2025-08-05,6381.834845430108,6569.535870295699,6381.834845430108,6546.0732421875,13128800,0.0,0.0
2025-08-06,6592.998347752531,6710.311485612896,6522.610465036311,6663.38623046875,15009100,0.0,0.0
2025-08-07,6710.311749588816,6757.237006578947,6592.998607113487,6686.84912109375,13865200,0.0,0.0
2025-08-08,6851.087177367747,6968.40031396651,6780.69929540849,6874.5498046875,24629900,0.0,0.0
2025-08-11,6874.54995557997,6898.012583414714,6733.774188571506,6757.23681640625,11771400,0.0,0.0
2025-08-12,6757.236969964664,6757.236969964664,6569.535943021201,6639.923828125,11695600,0.0,0.0
2025-08-13,6616.460860218075,6663.386114545863,6475.685097234712,6522.6103515625,23366600,0.0,0.0
2025-08-14,6522.610614079301,6569.535870295699,6475.685357862903,6546.0732421875,6071000,0.0,0.0
2025-08-15,6546.0731676136365,6569.535795454546,6428.760028409091,6452.22265625,10681900,0.0,0.0
2025-08-19,6475.68528409091,6499.147911931818,6381.834772727273,6452.22265625,10638200,0.0,0.0
2025-08-20,6499.148139897925,6522.610768561816,6405.297625242359,6428.76025390625,7760100,0.0,0.0
2025-08-21,6452.222882570141,6522.610768561816,6428.76025390625,6428.76025390625,6863500,0.0,0.0
2025-08-22,6475.685246394231,6499.147874098558,6405.29736328125,6405.29736328125,4821600,0.0,0.0
2025-08-25,6428.759990985577,6452.222618689904,6381.834735576924,6405.29736328125,11577700,0.0,0.0
2025-08-26,6452.222476710159,6827.62451171875,6405.297222334085,6827.62451171875,66277300,0.0,0.0
2025-08-27,6733.774304590191,6733.774304590191,6569.53590691726,6592.99853515625,10553500,0.0,0.0
2025-08-28,6616.461126512097,6639.923754620296,6522.610614079301,6546.0732421875,4172200,0.0,0.0
2025-08-29,6522.610312641531,6522.610312641531,6405.2971775220785,6475.68505859375,7793000,0.0,0.0
2025-09-01,6358.372035682624,6710.311447251773,6287.984153368794,6616.4609375,26888500,0.0,0.0
2025-09-02,6663.386528201219,6757.237042682927,6663.386528201219,6733.7744140625,12236000,0.0,0.0
2025-09-03,6733.7744140625,7015.325957507622,6686.849156821646,6733.7744140625,30661000,0.0,0.0
2025-09-04,6757.236853448276,6921.47524919181,6757.236853448276,6804.162109375,13726000,0.0,0.0
2025-09-08,6851.087483436396,6874.5501118043285,6616.461199757066,6639.923828125,9577300,0.0,0.0
2025-09-09,6616.46116339524,6757.236932829182,6522.610650439279,6592.99853515625,12840500,0.0,0.0
2025-09-10,6663.386153738839,6686.848781040737,6546.073017229352,6569.53564453125,4803300,0.0,0.0
2025-09-11,6569.535682624113,6663.386192375887,6546.07305518617,6616.4609375,4834400,0.0,0.0
2025-09-12,6616.460899135044,6639.923526436942,6569.53564453125,6569.53564453125,4272200,0.0,0.0
2025-09-15,6569.53590691726,6616.46116339524,6569.53590691726,6592.99853515625,3203200,0.0,0.0
2025-09-16,6616.461126512097,6686.849010836693,6499.147985971102,6546.0732421875,12542000,0.0,0.0
2025-09-17,6592.998347752531,6710.311485612896,6522.610465036311,6663.38623046875,10179600,0.0,0.0
2025-09-18,6663.386382728494,6663.386382728494,6522.610614079301,6546.0732421875,6743900,0.0,0.0
2025-09-19,6569.535720180458,6710.311485612896,6569.535720180458,6663.38623046875,9448100,0.0,0.0
2025-09-22,6663.386456492933,6686.849084860865,6569.535943021201,6639.923828125,8632000,0.0,0.0
2025-09-23,6639.923713631465,6874.5499932650855,6569.535829741379,6804.162109375,14117100,0.0,0.0
2025-09-24,6898.0127674077185,7156.101680473993,6757.236996644296,6991.86328125,35965600,0.0,0.0
2025-09-25,6991.862908614309,7203.026553505345,6968.400281404194,7132.638671875,20180700,0.0,0.0
2025-09-26,7132.63893442623,7273.414702868852,7085.713678278688,7156.1015625,15653800,0.0,0.0
2025-09-29,7203.026937395134,7203.026937395134,6921.475395868289,6991.86328125,10796500,0.0,0.0
2025-09-30,6968.40065278943,7038.788538171141,6898.0127674077185,6991.86328125,9436200,0.0,0.0
2025-10-01,7038.7885016364025,7109.176386652766,6874.550103264886,6944.93798828125,9275900,0.0,0.0
2025-10-02,7038.788163034539,7273.414435135691,6944.937654194078,7132.638671875,21899900,0.0,0.0
2025-10-03,7179.564308934564,7203.026937395134,6968.40065278943,6991.86328125,9158200,0.0,0.0
2025-10-06,7015.325836389243,7015.325836389243,6851.087438881802,6898.0126953125,9241100,0.0,0.0
2025-10-07,6944.938059895833,7203.0269742838545,6921.475431315104,7038.78857421875,15106700,0.0,0.0
2025-10-08,7062.251074805274,7906.905688403247,6874.55004956128,7813.05517578125,42330000,0.0,0.0
2025-10-09,7859.980157590379,7906.905412262561,7038.788200827205,7179.56396484375,64773800,0.0,0.0
2025-10-10,7203.026630352069,7367.265022575081,7156.101375431209,7226.4892578125,21438200,0.0,0.0
2025-10-13,7156.101706020368,7484.578505640974,7062.251191843051,7343.802734375,19216600,0.0,0.0
2025-10-14,7414.1903545673085,7554.9661207932695,7085.713566706731,7320.33984375,23768800,0.0,0.0
2025-10-15,7390.7275390625,7508.040674603175,7132.638640873016,7390.7275390625,19493100,0.0,0.0
2025-10-16,7390.727764542696,7484.578275838476,7273.41462542297,7367.26513671875,11419700,0.0,0.0
2025-10-17,7390.727726862981,7484.578237680289,7179.564077524039,7320.33984375,18759200,0.0,0.0
2025-10-20,7367.265173803402,7531.503569397745,7296.877289977255,7414.1904296875,9461600,0.0,0.0
2025-10-21,7414.190280617212,7601.891300379672,7367.265025676596,7531.50341796875,13861800,0.0,0.0
2025-10-22,7554.96623489092,7554.96623489092,7437.653094597583,7461.11572265625,8364600,0.0,0.0
2025-10-23,7414.1904296875,7484.578313513647,7320.339917919304,7414.1904296875,8428700,0.0,0.0
2025-10-24,7414.190620007987,7508.041134185303,7296.877477286342,7343.802734375,7392300,0.0,0.0
2025-10-27,7367.264988244514,7695.741771159875,7296.877106191223,7484.578125,29506000,0.0,0.0
2025-10-28,7531.50375197709,7766.130037085411,7461.115866444594,7648.81689453125,27386600,0.0,0.0
2025-10-29,7648.816558289671,7859.980205604416,7531.50342089259,7836.517578125,21347600,0.0,0.0
2025-10-30,7859.980171535326,8164.994327445652,7766.129662024457,8094.6064453125,25375200,0.0,0.0
2025-10-31,8094.60663377193,8118.069261695907,7813.055098684211,8024.21875,16527100,0.0,0.0
2025-11-03,8071.144085491742,8071.144085491742,7766.1299194702515,7813.05517578125,14243500,0.0,0.0
2025-11-04,7859.980394991503,7930.368279125755,7742.667254767749,7766.1298828125,8102200,0.0,0.0
2025-11-05,7742.667217776406,7859.980357439685,7625.354078113127,7719.20458984375,8047500,0.0,0.0
2025-11-06,7719.20444350009,8188.456993256935,7719.20444350009,8141.53173828125,20868300,0.0,0.0
2025-11-07,8211.919503757332,8282.307385218108,7953.830605067815,8000.755859375,12403800,0.0,0.0
2025-11-10,8305.770169233525,8399.620679620344,8141.53177605659,8188.45703125,20257600,0.0,0.0
2025-11-11,8188.457257150233,8258.845141882184,8118.069372418283,8164.99462890625,6614000,0.0,0.0
2025-11-12,8188.457257150233,8211.919885394216,8141.532000662267,8164.99462890625,5581400,0.0,0.0
2025-11-13,8188.457293526785,8258.845178571428,8141.532036830356,8211.919921875,5802800,0.0,0.0
2025-11-14,8258.845141882184,8282.307770126168,8141.532000662267,8164.99462890625,6873500,0.0,0.0
2025-11-17,8164.994665178571,8329.233063616071,8118.0694084821425,8211.919921875,19598100,0.0,0.0
2025-11-18,8275.0,8300.0,7950.0,8000.0,27012300,538.08,0.0
2025-11-19,7950.0,8025.0,7800.0,7850.0,13660500,0.0,0.0
2025-11-20,7850.0,7925.0,7725.0,7725.0,9610900,0.0,0.0
2025-11-21,7725.0,7775.0,7600.0,7650.0,9586900,0.0,0.0
2025-11-24,7650.0,7825.0,7650.0,7750.0,11617600,0.0,0.0
2025-11-25,7750.0,7800.0,7625.0,7675.0,8938500,0.0,0.0
2025-11-26,7700.0,7750.0,7650.0,7750.0,5166000,0.0,0.0
2025-11-27,7750.0,7750.0,7400.0,7425.0,22742900,0.0,0.0
2025-11-28,7425.0,7500.0,7375.0,7500.0,8191800,0.0,0.0
2025-12-01,7525.0,7525.0,7325.0,7425.0,6245400,0.0,0.0
2025-12-02,7425.0,7675.0,7400.0,7600.0,12044900,0.0,0.0
2025-12-03,7675.0,7700.0,7525.0,7600.0,4199500,0.0,0.0
2025-12-04,7625.0,7625.0,7450.0,7525.0,4951000,0.0,0.0
2025-12-05,7550.0,7550.0,7400.0,7450.0,5145000,0.0,0.0
2025-12-08,7500.0,7600.0,7475.0,7575.0,7206600,0.0,0.0
2025-12-09,7575.0,7575.0,7425.0,7425.0,9147100,0.0,0.0
2025-12-10,7450.0,7525.0,7350.0,7375.0,6958800,0.0,0.0
2025-12-11,7400.0,7425.0,7025.0,7075.0,18794600,0.0,0.0
2025-12-12,7075.0,7175.0,7025.0,7125.0,6492500,0.0,0.0
2025-12-15,7150.0,7200.0,7000.0,7175.0,6721400,0.0,0.0
2025-12-16,7150.0,7175.0,7050.0,7100.0,5569500,0.0,0.0
2025-12-17,7100.0,7150.0,7025.0,7025.0,6531400,0.0,0.0
2025-12-18,7050.0,7175.0,7050.0,7075.0,7237600,0.0,0.0
2025-12-19,7075.0,7100.0,7025.0,7050.0,4235200,0.0,0.0
2025-12-22,7075.0,7100.0,7000.0,7050.0,8487600,0.0,0.0
2025-12-23,7050.0,7050.0,7000.0,7025.0,8034900,0.0,0.0
2025-12-24,7025.0,7050.0,6975.0,6975.0,4095700,0.0,0.0
2025-12-29,6975.0,7100.0,6950.0,7025.0,8030600,0.0,0.0
2025-12-30,7025.0,7050.0,6975.0,6975.0,4232700,0.0,0.0
2026-01-02,7000.0,7050.0,6975.0,7050.0,4330300,0.0,0.0
2026-01-05,7075.0,7150.0,7000.0,7025.0,9948600,0.0,0.0
2026-01-06,7100.0,7150.0,6975.0,7075.0,12032400,0.0,0.0
2026-01-07,7100.0,7400.0,7100.0,7350.0,18963000,0.0,0.0
2026-01-08,7425.0,7550.0,7250.0,7400.0,22058600,0.0,0.0
2026-01-09,7400.0,7400.0,7225.0,7250.0,7228400,0.0,0.0
2026-01-12,7250.0,7300.0,7100.0,7150.0,12933000,0.0,0.0
2026-01-13,7200.0,7500.0,7200.0,7450.0,17970700,0.0,0.0
2026-01-14,7550.0,7700.0,7450.0,7450.0,18886700,0.0,0.0
2026-01-15,7525.0,7600.0,7450.0,7500.0,9954100,0.0,0.0
2026-01-19,7525.0,7550.0,7450.0,7500.0,7882800,0.0,0.0
2026-01-20,7550.0,7600.0,7500.0,7500.0,8384200,0.0,0.0
2026-01-21,7500.0,7525.0,7300.0,7425.0,7412000,0.0,0.0
2026-01-22,7425.0,8025.0,7425.0,7975.0,39049700,0.0,0.0
2026-01-23,8200.0,8550.0,8025.0,8450.0,59682000,0.0,0.0
2026-01-26,8450.0,8800.0,8225.0,8425.0,31223200,0.0,0.0
2026-01-27,8625.0,8625.0,7900.0,7950.0,21061500,0.0,0.0
2026-01-28,7500.0,7950.0,7375.0,7700.0,28703200,0.0,0.0
2026-01-29,7700.0,7700.0,6750.0,7400.0,36035600,0.0,0.0
2026-01-30,7425.0,7675.0,7350.0,7600.0,17076000,0.0,0.0
2026-02-02,7975.0,8150.0,7725.0,8075.0,51350200,0.0,0.0
2026-02-03,7975.0,8350.0,7775.0,8300.0,27543600,0.0,0.0
2026-02-04,8325.0,8575.0,8075.0,8200.0,24874200,0.0,0.0
2026-02-05,8350.0,8475.0,8150.0,8200.0,25365300,0.0,0.0
2026-02-06,7950.0,8125.0,7875.0,8025.0,10755100,0.0,0.0
2026-02-09,8100.0,8125.0,7825.0,7975.0,18944800,0.0,0.0
2026-02-10,8000.0,8350.0,8000.0,8275.0,15747000,0.0,0.0
2026-02-11,8275.0,8600.0,8225.0,8600.0,20874700,0.0,0.0
2026-02-12,8575.0,8800.0,8500.0,8650.0,22740300,0.0,0.0
2026-02-13,8700.0,8900.0,8625.0,8700.0,17506400,0.0,0.0
2026-02-18,8725.0,8900.0,8600.0,8900.0,25034500,0.0,0.0
2026-02-19,8900.0,9600.0,8850.0,9550.0,39114300,0.0,0.0
2026-02-20,9550.0,9575.0,9200.0,9325.0,23839900,0.0,0.0
2026-02-23,9300.0,9325.0,8925.0,9300.0,17685600,0.0,0.0
2026-02-24,9225.0,9250.0,8900.0,8950.0,15632000,0.0,0.0
2026-02-25,8950.0,9300.0,8950.0,9225.0,16337500,0.0,0.0
2026-02-26,9225.0,9275.0,9025.0,9250.0,10690400,0.0,0.0
2026-02-27,9125.0,9350.0,8975.0,9250.0,10170300,0.0,0.0
