ticker,pdf_period,report_date,cash_and_equivalents,trade_receivables,inventories,current_assets,fixed_assets,total_assets,trade_payable,current_bank_loans,current_liabilities,longterm_bank_loans,total_liabilities,common_stocks,retained_earnings,total_equity,revenues,gross_profit,operating_profit,interest_finance_costs,ebt,tax,net_profit,net_profit_attributable,comprehensive_income,comprehensive_attributable,cfo,cfi,cff,net_change_cash,cash_end_period,current_ratio,dar,der,eps,per,book_value,pbv,roa,roe,gpm,opm,npm,dps,dpr,dividend_yield,listed_shares_million,market_cap_billion_idr,usd_rate_idr
AADI,February - July 2026,Dec 2024,24543517.0,6488771.0,1107820.0,35781294.0,15752773.0,96847346.0,7566322.0,660726.0,14103689.0,10435239.0,42490113.0,40718965.0,7108270.0,54357233.0,85969765.0,23691234.0,18592374.0,1257455.0,24889168.0,-3447788.0,21441380.0,19567706.0,21109902.0,19259064.0,19369201.0,3193850.0,-38632192.0,-16069141.0,24543517.0,2.54,0.44,0.78,2512.9,3.37,6980.61,1.21,20.2,36.0,27.56,21.63,22.76,538.08,36.65,7.71,7787.0,65994.0,16161.0
AADI,February - July 2026,Sep 2025,23653065.0,8518595.0,1823684.0,37154389.0,20345144.0,102020235.0,10299014.0,187768.0,16027976.0,9807852.0,38712120.0,42056863.0,17145438.0,63308116.0,60243565.0,15744913.0,12876993.0,754061.0,13563201.0,-2632128.0,10931073.0,9803612.0,8711071.0,7773965.0,11432267.0,-3546048.0,-9395543.0,-1509324.0,23653065.0,2.32,0.38,0.61,1468.15,5.07,8130.09,0.92,11.21,18.06,26.14,21.37,18.98,,,,7787.0,58012.0,16692.0
ADMR,February - July 2026,Dec 2022,7973471.0,1000827.0,830764.0,10078269.0,6380129.0,20061053.0,352577.0,,3072168.0,1524216.0,11184409.0,4738715.0,6453246.0,8876644.0,14159751.0,8340389.0,7176887.0,385988.0,6826070.0,-1591231.0,5234838.0,5179826.0,5236592.0,5181560.0,7479354.0,-372314.0,-1858939.0,5248101.0,7973471.0,3.28,0.56,1.26,126.7,13.38,217.13,7.81,25.82,58.35,58.9,50.69,36.58,47.82,36.06,3.07,40882.0,69296.0,15592.0
ADMR,February - July 2026,Dec 2023,9053777.0,2816695.0,1045949.0,13656633.0,8491430.0,26175583.0,516868.0,,3238333.0,4779916.0,10149142.0,4692216.0,13196595.0,16026442.0,16766166.0,9004209.0,8867756.0,477607.0,8698763.0,-1892586.0,6806177.0,6808937.0,6803881.0,6806673.0,4578976.0,-2172011.0,-1273560.0,1133406.0,9053777.0,4.22,0.39,0.63,166.55,8.17,392.01,3.47,26.01,42.49,53.7,52.89,40.61,,,,40882.0,55600.0,15439.0
ADMR,February - July 2026,Dec 2024,9900315.0,1532843.0,1137766.0,13620550.0,14540105.0,33511365.0,865059.0,,3802461.0,9873667.0,9233284.0,4911646.0,20843483.0,24278081.0,18652747.0,9337666.0,8715713.0,193021.0,9009793.0,-1983485.0,7026308.0,7056812.0,6999319.0,7029754.0,8470748.0,-6517672.0,-1491299.0,461777.0,9900315.0,3.58,0.28,0.38,172.61,6.95,593.85,2.02,21.06,29.07,50.06,46.73,37.83,,,,40882.0,49059.0,16161.0
ADMR,February - July 2026,Sep 2025,7943100.0,2358436.0,1473074.0,13534299.0,25761576.0,44246465.0,1267068.0,,5836784.0,,16625590.0,5073027.0,22915183.0,27620875.0,11269508.0,4471324.0,3919431.0,15353.0,4253501.0,-886708.0,3366793.0,3408236.0,3348445.0,3389888.0,1886191.0,-8331610.0,4186736.0,-2258683.0,7943100.0,2.32,0.38,0.6,132.63,7.92,675.62,1.55,12.25,19.63,39.68,34.78,48.11,,,,40882.0,42926.0,16692.0
ADRO,February - July 2026,Dec 2021,25843171.0,6449431.0,1794156.0,40497306.0,19935291.0,108257990.0,3887004.0,3124497.0,19428071.0,7856426.0,44642293.0,4893411.0,39717690.0,63615697.0,56972093.0,25252506.0,22612099.0,1189093.0,21207316.0,-6530322.0,14676994.0,13319997.0,15797281.0,14409207.0,20495021.0,-9197969.0,-2189179.0,9107874.0,25843171.0,2.08,0.41,0.7,416.43,5.4,1988.86,1.13,12.3,20.94,44.32,39.69,23.38,358.48,86.08,15.93,31986.0,71968.0,14269.0
ADRO,February - July 2026,Dec 2022,63418246.0,10090410.0,3105926.0,82938666.0,22639475.0,168117731.0,5195442.0,2228798.0,38161607.0,10413959.0,66343477.0,5347120.0,69874815.0,101774254.0,126332605.0,72549139.0,66823414.0,1392584.0,69793207.0,-25650337.0,44142870.0,38872103.0,45574293.0,40304135.0,60251448.0,-11962120.0,-12447327.0,35842001.0,63418246.0,2.17,0.39,0.65,1215.29,3.17,3181.84,1.21,23.12,38.19,57.43,52.89,30.77,660.03,54.31,17.14,31986.0,123146.0,15592.0
ADRO,February - July 2026,Dec 2023,51122111.0,8035907.0,2641242.0,66419087.0,27086259.0,161688185.0,5322487.0,3439531.0,32965878.0,6242929.0,47304494.0,5294651.0,80593896.0,114383691.0,100624547.0,39173128.0,33997373.0,1689057.0,35421435.0,-6783974.0,28637461.0,25342146.0,28976795.0,25663246.0,17797431.0,-8992075.0,-20590840.0,-11785484.0,51122111.0,2.01,0.29,0.41,792.29,3.0,3576.06,0.67,15.67,22.16,38.93,33.79,25.18,1152.09,145.41,48.41,31986.0,76127.0,15439.0
ADRO,February - July 2026,Dec 2024,22721041.0,5655914.0,1616052.0,42111720.0,24716326.0,108313074.0,2559256.0,479691.0,10462551.0,6992154.0,21515058.0,5321106.0,54859161.0,86798016.0,33593693.0,14124698.0,11856388.0,874989.0,13087501.0,-2785122.0,25148649.0,22302390.0,27970893.0,25068927.0,32582936.0,23179641.0,-58861416.0,-3098839.0,22721041.0,4.02,0.2,0.25,725.08,3.35,2821.9,0.86,20.59,25.69,42.05,35.29,66.39,2510.28,346.21,103.3,30759.0,74744.0,16161.0
ADRO,February - July 2026,Sep 2025,17923519.0,6884382.0,1955050.0,38589617.0,35888635.0,110084525.0,3507790.0,211705.0,9442881.0,10365281.0,24011359.0,5259699.0,56688202.0,86073166.0,22503787.0,7737093.0,6278546.0,274951.0,7030353.0,-1480013.0,5550340.0,5034140.0,3499778.0,3034522.0,6545985.0,-3993144.0,-7879325.0,-5326484.0,17923519.0,4.09,0.22,0.28,320.6,5.27,2928.69,0.58,8.56,10.95,34.38,27.9,41.87,2676.98,835.0,147.9,29390.0,49669.0,16692.0
AKRA,February - July 2026,Dec 2021,2600492.0,4488568.0,7073167.0,12022678.0,4978381.0,23508586.0,7766849.0,383787.0,9306841.0,2164803.0,12209621.0,401469.0,7518359.0,11298965.0,25707069.0,2293159.0,1455306.0,57069.0,1436743.0,-301741.0,1135002.0,1111614.0,1157728.0,1125643.0,2944557.0,-208358.0,-1683257.0,1052942.0,2600492.0,1.29,0.52,1.08,276.89,14.84,2814.4,1.46,4.73,9.84,8.92,5.66,4.32,2352.0,849.45,57.23,4015.0,16500.0,14269.0
AKRA,February - July 2026,Dec 2022,4337981.0,5971459.0,5220576.0,15841294.0,4996697.0,27187608.0,9239324.0,554640.0,11280492.0,2101263.0,14032797.0,401469.0,9093923.0,13154811.0,47539987.0,4252413.0,3123320.0,57213.0,3085917.0,-606858.0,2479059.0,2403335.0,2576003.0,2452708.0,2628813.0,-276398.0,-873242.0,1479173.0,4337981.0,1.4,0.52,1.07,119.73,11.69,655.33,2.14,8.84,18.27,8.94,6.57,5.06,2394.0,1999.55,171.0,20073.0,28103.0,15592.0
AKRA,February - July 2026,Dec 2023,6535626.0,6403444.0,7780698.0,18121052.0,5466447.0,30254623.0,9519186.0,1089268.0,12533378.0,3117278.0,16211666.0,401469.0,9396616.0,14042958.0,42086952.0,4473465.0,3498594.0,68489.0,3687472.0,-609002.0,3078470.0,2780350.0,3048326.0,2760913.0,3501898.0,-583535.0,-648457.0,2269906.0,6535626.0,1.45,0.54,1.15,138.51,10.65,699.58,2.11,9.19,19.8,10.63,8.31,6.61,2519.0,1818.66,170.78,20073.0,29608.0,15439.0
AKRA,February - July 2026,Dec 2024,5365992.0,7563490.0,9202844.0,20998112.0,6365010.0,33108684.0,10391582.0,1140851.0,13454247.0,3645034.0,18484692.0,401469.0,9651189.0,14623992.0,38729493.0,3509036.0,2534444.0,84909.0,2838907.0,-439440.0,2399468.0,2225118.0,2452367.0,2253821.0,1346631.0,-1172913.0,-1470032.0,-1296313.0,5365992.0,1.56,0.56,1.26,110.85,10.1,728.52,1.54,6.72,15.22,9.06,6.54,5.75,2694.0,2430.34,240.54,20073.0,22482.0,16161.0
AKRA,February - July 2026,Sep 2025,5847955.0,8549961.0,8169235.0,21623498.0,6665802.0,33724271.0,11091808.0,813484.0,13872519.0,3795231.0,19161369.0,401469.0,9322504.0,14562903.0,32395710.0,2766634.0,2027445.0,48021.0,2174490.0,-328323.0,1846167.0,1650140.0,1885057.0,1671164.0,3390127.0,-803928.0,-2175269.0,410930.0,5847955.0,1.56,0.57,1.32,119.85,10.1,725.48,1.67,7.13,16.52,8.54,6.26,7.43,2744.0,2289.5,217.78,20073.0,24289.0,16692.0
AMMN,February - July 2026,Dec 2023,18968309.0,6107514.0,21622829.0,39281726.0,43532129.0,140449401.0,3506799.0,403035.0,11951639.0,46187282.0,68881222.0,10178948.0,37720611.0,71568179.0,31393122.0,13924805.0,12385861.0,3009802.0,9249057.0,-5252070.0,3996987.0,3892851.0,3834276.0,3731653.0,-1871392.0,-23462756.0,31832362.0,6498213.0,18968309.0,3.29,0.49,0.96,53.68,122.02,986.9,6.64,2.77,5.44,44.36,39.45,12.4,,,,72518.0,474994.0,15439.0
AMMN,February - July 2026,Dec 2024,12189919.0,4387550.0,26630371.0,37694191.0,72760070.0,179734368.0,4312304.0,1115723.0,18689679.0,61565265.0,94914975.0,10654963.0,49777464.0,84819392.0,43046924.0,21737094.0,19787464.0,4585441.0,14943543.0,-4573401.0,10370142.0,10292860.0,9987062.0,9903170.0,2451575.0,-28957280.0,18818143.0,-7687561.0,12189919.0,2.02,0.53,1.12,141.93,59.71,1169.63,7.25,5.73,12.14,50.5,45.97,23.91,,,,72518.0,614592.0,16161.0
AMMN,February - July 2026,Sep 2025,11284844.0,1962128.0,32725417.0,43431299.0,89922391.0,213873544.0,4351220.0,2552641.0,20084282.0,95678193.0,130375620.0,11005052.0,48432873.0,83497924.0,9102682.0,2247211.0,996562.0,4728727.0,-3853198.0,931197.0,-2922001.0,-2980123.0,-3244975.0,-3308087.0,-14825400.0,-17660153.0,31521674.0,-963880.0,11284844.0,2.16,0.61,1.56,-48.91,-147.71,1151.41,6.27,-1.66,-4.25,24.69,10.95,-38.97,,,,72518.0,523944.0,16692.0
AMRT,February - July 2026,Dec 2021,3269642.0,1760636.0,8755334.0,14211903.0,6462667.0,27493748.0,9753901.0,464834.0,16376061.0,606625.0,18503950.0,415245.0,5999898.0,8989798.0,84904301.0,17681005.0,1849311.0,322031.0,2468864.0,-480114.0,1988750.0,1950991.0,1902831.0,1864430.0,6335963.0,-3659677.0,-3278614.0,-602328.0,3269642.0,0.87,0.67,2.06,46.98,25.86,216.49,5.61,7.1,21.7,20.82,2.18,2.3,162.92,346.76,13.41,41525.0,50452.0,14269.0
AMRT,February - July 2026,Dec 2022,3818601.0,2162612.0,9128428.0,15664200.0,7204035.0,30746266.0,10488605.0,353710.0,17389232.0,765766.0,19275574.0,415245.0,8754466.0,11470692.0,96924686.0,20022444.0,2797661.0,183233.0,3566789.0,-659311.0,2907478.0,2855284.0,2829841.0,2778057.0,7062488.0,-4700017.0,-1813512.0,548959.0,3818601.0,0.9,0.63,1.68,68.76,38.54,276.24,9.59,9.29,24.89,20.66,2.89,2.95,181.7,264.25,6.86,41525.0,110040.0,15592.0
AMRT,February - July 2026,Dec 2023,4074530.0,2571277.0,10094023.0,17325874.0,8052524.0,34246183.0,10982713.0,,17262927.0,,18540983.0,415245.0,11159043.0,15705200.0,106944683.0,23066117.0,3285831.0,162543.0,4282347.0,-798322.0,3484025.0,3403657.0,3510801.0,3428499.0,6817021.0,-4724846.0,-1836246.0,255929.0,4074530.0,1.0,0.54,1.18,81.97,35.75,378.22,7.75,9.94,21.67,21.57,3.07,3.18,205.76,251.03,7.02,41525.0,121667.0,15439.0
AMRT,February - July 2026,Dec 2024,4845208.0,2998917.0,11774822.0,20340708.0,9002080.0,38798382.0,13351691.0,,19468528.0,,21102439.0,415245.0,13116220.0,17695943.0,118227031.0,25365481.0,2981896.0,127868.0,4012185.0,-792102.0,3220083.0,3148107.0,3166854.0,3095175.0,8063130.0,-5056075.0,-2236377.0,770678.0,4845208.0,1.04,0.54,1.19,75.81,37.59,426.16,6.69,8.11,17.79,21.45,2.52,2.66,234.44,309.23,8.23,41525.0,118345.0,16161.0
AMRT,February - July 2026,Sep 2025,3778314.0,3004516.0,12694410.0,20305820.0,9572413.0,40020781.0,13121484.0,,19587304.0,,21401097.0,415245.0,14014723.0,18619684.0,94475921.0,20303813.0,2044948.0,93629.0,2984760.0,-563875.0,2420885.0,2314904.0,2375928.0,2269947.0,4877524.0,-3695467.0,-2248951.0,-1066894.0,3778314.0,1.04,0.53,1.15,73.79,26.15,448.4,4.3,7.66,16.46,21.49,2.16,3.24,268.55,363.93,13.6,41525.0,80142.0,16692.0
ANTM,February - July 2026,Dec 2021,5089160.0,1447676.0,3107312.0,11728143.0,16863748.0,32916154.0,1399446.0,1079630.0,6562383.0,3703354.0,12079056.0,2403076.0,10271507.0,20837098.0,38445595.0,6359061.0,2738144.0,359094.0,3043509.0,-1181769.0,1861740.0,1861743.0,2199922.0,2199925.0,5042665.0,-1729827.0,-2221595.0,1091243.0,5089160.0,1.79,0.37,0.58,77.47,29.04,867.1,2.59,5.66,8.93,16.54,7.12,4.84,1702.74,2197.84,75.68,24031.0,54069.0,14269.0
ANTM,February - July 2026,Dec 2022,4476491.0,1832623.0,2906069.0,11694779.0,16471563.0,33637271.0,1301565.0,737837.0,5971662.0,2082133.0,9925211.0,2403076.0,13142512.0,23712060.0,45930356.0,8210519.0,3941871.0,381088.0,5214771.0,-1393807.0,3820964.0,3820965.0,3805833.0,3805834.0,4108037.0,-783125.0,-4077783.0,-752871.0,4476491.0,1.96,0.3,0.42,159.0,12.48,986.74,2.01,11.36,16.11,17.88,8.58,8.32,1741.48,1095.25,87.73,24031.0,47701.0,15592.0
ANTM,February - July 2026,Dec 2023,9208814.0,1094271.0,3470153.0,20064546.0,16183257.0,42851329.0,1549578.0,624303.0,8576440.0,881497.0,11685659.0,2403076.0,14389642.0,31165670.0,41047693.0,6314678.0,2616894.0,215144.0,3854481.0,-776833.0,3077648.0,3077646.0,3080401.0,3080399.0,4357302.0,2865002.0,-2427768.0,4794536.0,9208814.0,2.34,0.27,0.37,128.07,13.31,1296.91,1.31,7.18,9.88,15.38,6.38,7.5,1820.98,1421.85,106.8,24031.0,40972.0,15439.0
ANTM,February - July 2026,Dec 2024,4751621.0,1148794.0,6039652.0,17991975.0,15644099.0,44522645.0,1771033.0,,9770898.0,2901579.0,12323139.0,2403076.0,14985766.0,32199506.0,69192440.0,6498297.0,2997953.0,237136.0,4613643.0,-761425.0,3852218.0,3647210.0,4097572.0,3892564.0,3681115.0,-2637219.0,-5720858.0,-4676962.0,4751621.0,1.84,0.28,0.38,151.77,10.05,1339.93,1.14,8.19,11.33,9.39,4.33,5.27,1949.05,1284.19,127.81,24031.0,36647.0,16161.0
ANTM,February - July 2026,Sep 2025,9261871.0,1568489.0,5978877.0,19373128.0,15268785.0,48074747.0,1616861.0,,7179273.0,,12877829.0,2403076.0,17309794.0,35196918.0,72028124.0,10984154.0,7887713.0,103675.0,8446447.0,-1834240.0,6612207.0,5974579.0,6644622.0,6006994.0,4021297.0,592929.0,-159102.0,4455124.0,9261871.0,2.7,0.27,0.37,308.79,10.23,1464.66,2.16,15.44,21.08,15.25,10.95,10.3,2100.82,680.33,66.69,24031.0,75937.0,16692.0
ASII,February - July 2026,Dec 2021,63947000.0,20834000.0,19997000.0,160262000.0,55349000.0,367311000.0,24794000.0,26368000.0,103778000.0,25550000.0,151696000.0,2024000.0,163800000.0,215615000.0,233485000.0,51033000.0,25533000.0,2288000.0,32350000.0,-6764000.0,25586000.0,20196000.0,27781000.0,21755000.0,38252000.0,-3905000.0,-18200000.0,16147000.0,63947000.0,1.54,0.41,0.7,498.87,11.43,5325.99,1.07,5.5,9.37,21.86,10.94,8.65,8749.13,1753.79,153.49,40484.0,230756.0,14269.0
ASII,February - July 2026,Dec 2022,61295000.0,29425000.0,30331000.0,179818000.0,59536000.0,413297000.0,37644000.0,22329000.0,119198000.0,25661000.0,169577000.0,2024000.0,181523000.0,243720000.0,301379000.0,70088000.0,42201000.0,2107000.0,50390000.0,-9970000.0,40420000.0,28944000.0,45945000.0,32191000.0,37342000.0,-15967000.0,-25528000.0,-4153000.0,61295000.0,1.51,0.41,0.7,714.96,7.97,6020.22,0.95,7.0,11.88,23.26,14.0,9.6,9031.13,1263.17,158.44,40484.0,230756.0,15592.0
ASII,February - July 2026,Dec 2023,41136000.0,27938000.0,36996000.0,166186000.0,72911000.0,445679000.0,40529000.0,22775000.0,125022000.0,42720000.0,195261000.0,2024000.0,188997000.0,250418000.0,316565000.0,73310000.0,44268000.0,3112000.0,54729000.0,-10228000.0,44501000.0,33839000.0,43672000.0,33418000.0,33746000.0,-35989000.0,-17379000.0,-19622000.0,41136000.0,1.33,0.44,0.78,835.87,6.76,6185.67,0.91,7.59,13.51,23.16,13.98,10.69,9681.13,1158.21,171.35,40484.0,228732.0,15439.0
ASII,February - July 2026,Dec 2024,48439000.0,27702000.0,35607000.0,176931000.0,78734000.0,472925000.0,40047000.0,27996000.0,133303000.0,38141000.0,201429000.0,2024000.0,202116000.0,271496000.0,330920000.0,73557000.0,42202000.0,3808000.0,53159000.0,-9735000.0,43424000.0,34051000.0,45984000.0,35540000.0,45029000.0,-13045000.0,-24966000.0,7018000.0,48439000.0,1.33,0.43,0.74,841.11,5.83,6706.33,0.73,7.2,12.54,22.23,12.75,10.29,10298.13,1224.35,210.17,40484.0,198369.0,16161.0
ASII,February - July 2026,Sep 2025,54693000.0,28238000.0,35908000.0,194290000.0,80897000.0,505442000.0,39056000.0,31282000.0,150939000.0,31773000.0,215811000.0,2024000.0,214598000.0,289631000.0,243608000.0,52247000.0,28390000.0,2818000.0,36822000.0,-6710000.0,30112000.0,24473000.0,30782000.0,24933000.0,35071000.0,-15245000.0,-13918000.0,5908000.0,54693000.0,1.29,0.43,0.75,806.99,7.16,7154.29,0.81,6.46,11.28,21.45,11.65,13.41,10704.13,1326.42,159.76,40484.0,233793.0,16692.0
BBCA,February - July 2026,Dec 2021,,,,,22169299.0,1.228344680131473e+49,,,,,1.019773758108711e+49,1540938.0,179580121.0,202848934.0,,,,,38841174.0,-7401015.0,,31422660.0,31867065.0,31849276.0,126186318.0,-41247858.0,-14098229.0,70840231.0,177268685.0,,0.83,5.03,254.9,28.64,1645.5,4.44,2.56,15.49,,56.78,45.93,4325.5,1696.95,59.25,122042.0,890909.0,14269.0
BBCA,February - July 2026,Dec 2022,,,,,24709372.0,,,,,,,1540938.0,200958858.0,221181655.0,,,,,50467033.0,-9711461.0,,40735722.0,37432854.0,37413477.0,33779263.0,-32382986.0,-19116216.0,-17719939.0,160422371.0,,0.83,4.92,330.45,25.87,1794.21,4.77,3.1,18.42,,68.59,55.37,4480.5,1355.9,52.4,122042.0,1043462.0,15592.0
BBCA,February - July 2026,Dec 2023,,,,,26824744.0,,,,,,,1540938.0,222957365.0,242537593.0,,,,,60179757.0,-11521662.0,,48639122.0,47551886.0,47533598.0,58115466.0,-69796749.0,-25070681.0,-36751964.0,124395987.0,,0.82,4.77,394.56,23.82,1967.45,4.78,3.45,20.05,,67.38,54.46,4693.0,1189.43,49.93,122042.0,1147198.0,15439.0
BBCA,February - July 2026,Dec 2024,,,,,28250624.0,,,,,,,1540938.0,243679422.0,262835087.0,,,,,68217850.0,-13366576.0,,54836305.0,54506320.0,54493191.0,53820229.0,-58948506.0,-33328689.0,-38456966.0,85482530.0,,0.81,4.48,444.83,21.75,2132.1,4.54,3.78,20.86,,52.56,56.13,4970.5,1117.4,51.37,122042.0,1180759.0,16161.0
BBCA,February - July 2026,Dec 2025,,,,,28473684.0,,,,,,,1540938.0,263188960.0,281687555.0,,,,,71260876.0,-13697783.0,,57537287.0,58909057.0,58882446.0,77508785.0,-33690926.0,-41708637.0,2109222.0,87549328.0,,0.82,4.6,466.74,17.3,2285.03,3.53,3.63,20.43,,67.85,54.78,5275.5,1130.29,65.33,122042.0,985492.0,16782.0
BBNI,February - July 2026,Dec 2021,,,,,26882982.0,9.648376921029836e+48,,,,,838317715.0,9054807.0,78250204.0,126519977.0,,,,,12550987.0,-1573936.0,,10898518.0,11722436.0,11620510.0,97479025.0,-15656307.0,1718701.0,83541419.0,173340293.0,,0.87,6.63,584.41,11.55,6784.4,0.99,1.13,8.61,,19.48,16.63,1974.08,337.79,29.25,18462.0,124620.0,14269.0
BBNI,February - July 2026,Dec 2022,,,,,26548893.0,,,,,,889639206.0,9054807.0,94059740.0,140197662.0,,,,,22686708.0,-4204928.0,,18312054.0,14656096.0,14594497.0,19952835.0,-32233154.0,2725242.0,-9555077.0,163900321.0,,0.86,6.35,981.95,9.39,7517.84,1.23,1.78,13.06,,31.94,25.54,2120.38,215.94,22.99,18462.0,170314.0,15592.0
BBNI,February - July 2026,Dec 2023,,,,,27764856.0,,,,,,931931466.0,9054807.0,107235514.0,154732520.0,,,,,25639738.0,-4533510.0,,20909476.0,21779523.0,21559964.0,10392864.0,-10771257.0,-8492493.0,-8870886.0,154879093.0,,0.86,6.02,560.62,9.59,4148.62,1.3,1.92,13.51,,32.31,26.21,2513.16,448.29,46.76,36924.0,198468.0,15439.0
BBNI,February - July 2026,Dec 2024,,,,,30408236.0,,,,,,9.626190841097875e+18,9054807.0,118663594.0,167186553.0,,,,,26580458.0,-4911061.0,,21463599.0,22666338.0,22538872.0,-63217913.0,-5270105.0,17718443.0,-50769575.0,104074764.0,,0.85,5.76,575.47,7.56,4482.54,0.97,1.9,12.84,,3.48,25.22,2793.66,485.45,64.22,36924.0,160621.0,16161.0
BBNI,February - July 2026,Sep 2025,,,,,30253275.0,,,,,,,9054807.0,119482287.0,171610402.0,,,,,18438640.0,-3207967.0,,15115133.0,18570006.0,18445899.0,91458614.0,-3793992.0,-19728550.0,67936072.0,172579126.0,,0.86,6.4,543.48,7.54,4601.15,0.89,1.6,11.81,,30.56,33.39,3167.71,582.86,72.49,36924.0,151390.0,16692.0
BBRI,February - July 2026,Dec 2021,,,,,47970187.0,1.678097734186564e+49,,,,,1.3863109301562244e+49,7577950.0,185009048.0,291786804.0,,,,,38591374.0,-7835608.0,,31066592.0,30333354.0,30629123.0,32588374.0,-73095605.0,22643854.0,-17863377.0,153924601.0,,0.83,4.75,204.98,20.05,1925.24,2.13,1.85,10.65,,24.55,18.54,3325.44,1622.32,80.91,150043.0,616678.0,14269.0
BBRI,February - July 2026,Dec 2022,,,,,55216047.0,,,,,,,7577950.0,201169934.0,303395317.0,,,,,64596701.0,-13188494.0,,51170312.0,48569183.0,48333349.0,97506005.0,27227960.0,-10436111.0,114297854.0,268192168.0,,0.84,5.15,337.63,14.63,2001.83,2.47,2.74,16.87,,35.5,28.25,3499.67,1036.55,70.84,150043.0,741214.0,15592.0
BBRI,February - July 2026,Dec 2023,,,,,59678119.0,,,,,,,7577950.0,213711422.0,316472142.0,,,,,76429712.0,-16004664.0,,60099863.0,61053659.0,60708390.0,-4971454.0,-4989092.0,-39551225.0,-49511771.0,218677734.0,,0.84,5.21,396.54,14.44,2088.11,2.74,3.06,18.99,,36.46,28.52,3787.89,955.23,66.16,150043.0,858999.0,15439.0
BBRI,February - July 2026,Dec 2024,,,,,62477965.0,,,,,,,7577950.0,218092826.0,323189047.0,,,,,77599110.0,-16955302.0,,60154887.0,62131602.0,61788171.0,24100898.0,-319696.0,-37148061.0,-13366859.0,205328633.0,,0.84,5.17,396.91,10.28,2132.43,1.91,3.02,18.61,,21.41,26.33,4106.89,1034.72,100.66,150043.0,612177.0,16161.0
BBRI,February - July 2026,Sep 2025,,,,,62690839.0,,,,,,,7577950.0,227896570.0,337898261.0,,,,,52863561.0,-11631325.0,,40778810.0,45897222.0,45189289.0,100054572.0,-54436560.0,-58630006.0,-13011994.0,192332511.0,,0.84,5.28,368.63,10.58,2229.48,1.75,2.63,16.53,,29.86,31.44,4450.29,1207.26,121.59,150043.0,585169.0,16692.0
BBTN,February - July 2026,Dec 2021,,,,,5736791.0,371868311.0,,,,,327693592.0,5295000.0,11139521.0,21406647.0,,,,,2993320.0,-617093.0,,2376227.0,1418802.0,1418802.0,9551932.0,3834455.0,-6794035.0,6592352.0,41229907.0,,0.88,15.31,224.38,7.71,2021.4,0.86,0.64,11.1,,12.21,9.55,372.41,165.97,21.53,10484.0,18137.0,14269.0
BBTN,February - July 2026,Dec 2022,,,,,6353803.0,402148312.0,,,,,351376683.0,5295000.0,13946970.0,25909354.0,,,,,3875690.0,-830617.0,,3045073.0,1983756.0,1983756.0,1265073.0,-2399534.0,1431240.0,296779.0,41526686.0,,0.87,13.56,237.38,5.69,2019.76,0.67,0.76,11.75,,15.2,12.14,394.84,166.34,29.25,12700.0,17145.0,15592.0
BBTN,February - July 2026,Dec 2023,,,,,8117812.0,438749736.0,,,,,381164489.0,7017222.0,16838943.0,30479152.0,,,,,4380210.0,-879222.0,,3500988.0,3848720.0,3848720.0,6634353.0,-4439215.0,9315946.0,11511084.0,53037770.0,,0.87,12.51,249.46,5.01,2171.74,0.58,0.8,11.49,,16.87,13.01,438.24,175.68,35.06,13894.0,17368.0,15439.0
BBTN,February - July 2026,Dec 2024,,,,,9176131.0,469614502.0,,,,,407794597.0,7017222.0,19146073.0,32571889.0,,,,,3772841.0,-765513.0,,3007328.0,2792935.0,2792935.0,-8755616.0,-5306340.0,-3517424.0,-17579380.0,35458390.0,,0.87,12.52,214.28,5.32,2320.85,0.49,0.64,9.23,,-12.64,10.83,488.13,227.8,42.82,13894.0,15839.0,16161.0
BBTN,February - July 2026,Sep 2025,,,,,9832904.0,510856668.0,,,,,443363738.0,7017222.0,20696920.0,34682729.0,,,,,2862203.0,-559523.0,,2302680.0,2862655.0,2862655.0,31393825.0,-7416814.0,-10460376.0,13516635.0,48975025.0,,0.87,12.78,229.98,5.59,2471.26,0.52,0.63,9.31,,10.92,12.86,541.7,235.54,46.1,13894.0,17854.0,16692.0
BMRI,February - July 2026,Dec 2021,,,,,49144792.0,1.7256111281992545e+49,,,,,1.3265922371544097e+49,11666667.0,142587934.0,222111282.0,,,,,38358421.0,-7807324.0,,28028155.0,28319921.0,25638536.0,133967177.0,-132477052.0,-7510143.0,-6020018.0,193631712.0,,0.77,5.97,600.6,11.7,4759.53,1.48,1.62,12.62,,29.13,21.24,3107.26,517.36,44.23,46200.0,324555.0,14269.0
BMRI,February - July 2026,Dec 2022,,,,,56540566.0,,,,,,,11666667.0,166995231.0,252245455.0,,,,,56377726.0,-11425358.0,,41170637.0,45346542.0,41604619.0,119368846.0,-42640674.0,-5313478.0,71414694.0,274889544.0,,0.77,6.12,882.23,11.25,5405.26,1.84,2.07,16.32,,37.68,27.62,3467.89,393.08,34.94,46200.0,458535.0,15592.0
BMRI,February - July 2026,Dec 2023,,,,,57977707.0,,,,,,,11666667.0,197303757.0,287494962.0,,,,,74684881.0,-14633011.0,,55060057.0,60957959.0,55916730.0,-69622480.0,16010540.0,23470655.0,-30141285.0,243801693.0,,0.76,5.78,589.93,10.26,3080.3,1.96,2.53,19.15,,43.94,32.41,3997.23,677.58,66.07,92400.0,559020.0,15439.0
