ticker,pdf_period,report_date,cash_and_equivalents,trade_receivables,inventories,current_assets,fixed_assets,total_assets,trade_payable,current_bank_loans,current_liabilities,longterm_bank_loans,total_liabilities,common_stocks,retained_earnings,total_equity,revenues,gross_profit,operating_profit,interest_finance_costs,ebt,tax,net_profit,net_profit_attributable,comprehensive_income,comprehensive_attributable,cfo,cfi,cff,net_change_cash,cash_end_period,current_ratio,dar,der,eps,per,book_value,pbv,roa,roe,gpm,opm,npm,dps,dpr,dividend_yield,listed_shares_million,market_cap_billion_idr,usd_rate_idr
MDKA,February - July 2026,Sep 2025,7184092.0,4022975.0,8548338.0,22187686.0,36854316.0,93605683.0,2917820.0,5808777.0,23008839.0,,43563224.0,638590.0,2864444.0,50042459.0,21483649.0,2771764.0,2033528.0,1509784.0,596245.0,-357729.0,238517.0,-580195.0,192428.0,-632686.0,2911729.0,-7248067.0,4038056.0,-298282.0,7184092.0,0.96,0.47,0.87,-19.06,-110.72,2044.8,1.03,-0.5,-0.93,12.9,9.47,-2.17,,,,24473.0,51638.0,16692.0
MEDC,February - July 2026,Dec 2021,6863173.0,3153958.0,1439520.0,24279612.0,718759.0,81103343.0,2692541.0,2770000.0,14357132.0,3302796.0,63561941.0,1737949.0,7281465.0,17541402.0,18881334.0,8072904.0,5758172.0,3212447.0,4076664.0,-3308991.0,893250.0,670920.0,1210225.0,990516.0,6605987.0,1182408.0,-5088569.0,2699826.0,6863173.0,1.69,0.78,3.62,26.69,17.46,697.85,0.67,0.83,3.82,42.76,30.5,3.55,503.05,1884.71,107.95,25136.0,11713.0,14269.0
MEDC,February - July 2026,Dec 2022,9355178.0,4999454.0,1654001.0,27307771.0,965218.0,108082276.0,2969113.0,4474800.0,21506271.0,8763075.0,80834954.0,1899089.0,15298594.0,27247321.0,36052253.0,19428027.0,15994324.0,4044989.0,16303020.0,-7920299.0,8597590.0,8277523.0,9176616.0,8439546.0,17407498.0,-16573710.0,1004556.0,1838344.0,9355178.0,1.27,0.75,2.97,329.31,3.08,1083.99,0.94,7.66,30.38,53.89,44.36,22.96,517.91,157.27,51.03,25136.0,25513.0,15592.0
MEDC,February - July 2026,Dec 2023,5464618.0,5370670.0,1957177.0,23878710.0,998522.0,115303335.0,4449313.0,2417957.0,21955341.0,10673858.0,83999280.0,1880454.0,19260275.0,31304055.0,34727523.0,15958693.0,12232186.0,4261201.0,11237329.0,-5244109.0,5338321.0,5105295.0,5354724.0,5100700.0,11137303.0,-9686424.0,-5351562.0,-3900683.0,5464618.0,1.09,0.73,2.68,203.11,5.69,1245.38,0.93,4.43,16.31,45.95,35.22,14.7,532.91,262.38,46.14,25136.0,29032.0,15439.0
MEDC,February - July 2026,Dec 2024,10294952.0,5839161.0,2523130.0,29364153.0,1768065.0,128106475.0,5552881.0,2626193.0,24328537.0,16620453.0,90111454.0,1968393.0,24962750.0,37995021.0,38773319.0,15085773.0,11580606.0,4966805.0,10844845.0,-4676019.0,6144517.0,5936877.0,5943730.0,5792299.0,19709012.0,-5962931.0,-9198912.0,4547169.0,10294952.0,1.21,0.7,2.37,236.19,4.66,1511.56,0.73,4.63,15.63,38.91,29.87,15.31,548.67,232.3,49.88,25136.0,27650.0,16161.0
MEDC,February - July 2026,Sep 2025,11627411.0,5228415.0,2635801.0,31050815.0,5027468.0,140599340.0,5118920.0,2925429.0,22739550.0,22994835.0,100794192.0,2033068.0,26579567.0,39805147.0,29328140.0,10987588.0,8394604.0,4048715.0,4941889.0,-3380108.0,1564658.0,1429644.0,1477850.0,1434454.0,11119095.0,-9778061.0,-355620.0,985414.0,11627411.0,1.37,0.72,2.53,128.42,10.67,1583.58,0.87,2.3,8.11,37.46,28.62,11.01,601.97,468.74,44.76,25136.0,34437.0,16692.0
NCKL,February - July 2026,Dec 2023,3934723.0,1242804.0,5503560.0,11759368.0,22349597.0,45289026.0,1871351.0,1362198.0,9306404.0,6750905.0,16897063.0,6309860.0,5838370.0,28391963.0,23857861.0,8275847.0,6829762.0,590903.0,8175373.0,-1107319.0,7068054.0,5618997.0,6759084.0,5424732.0,6785478.0,-6676247.0,2594311.0,2703542.0,3934723.0,1.26,0.37,0.6,89.05,11.23,449.96,2.22,12.41,19.79,34.69,28.63,23.55,22.19,24.92,2.22,63099.0,63099.0,15439.0
NCKL,February - July 2026,Dec 2024,6486402.0,1541484.0,5158144.0,13464563.0,22533144.0,52253838.0,1245792.0,1671994.0,5853566.0,9130190.0,15799784.0,6309860.0,12073940.0,36454054.0,26965262.0,8447286.0,6857410.0,754871.0,8670819.0,-958451.0,7712368.0,6379504.0,10251478.0,8674712.0,5708382.0,-2271537.0,-1086900.0,2349945.0,6486402.0,2.3,0.3,0.43,101.1,7.47,577.73,1.31,12.21,17.5,31.33,25.43,23.66,48.91,48.37,6.48,63099.0,47639.0,16161.0
NCKL,February - July 2026,Sep 2025,4953213.0,1831534.0,5272203.0,12348951.0,22344546.0,58538940.0,1495223.0,1717932.0,6309719.0,8041391.0,15195651.0,6309860.0,16616500.0,43343289.0,22402580.0,7374549.0,6444636.0,441465.0,8891384.0,-888050.0,8003334.0,6446724.0,9015523.0,7224265.0,7278740.0,-5475591.0,-3429206.0,-1626057.0,4953213.0,1.96,0.26,0.35,126.58,9.4,686.91,1.73,13.64,18.43,32.92,28.77,35.65,79.26,62.62,7.05,63099.0,75087.0,16692.0
PGAS,February - July 2026,Dec 2021,21450498.0,5896796.0,781265.0,31265869.0,63467948.0,107173730.0,2360764.0,264557.0,12569702.0,5771206.0,60301141.0,4908805.0,38530380.0,46872589.0,43322125.0,8373744.0,5989421.0,2187211.0,6677020.0,-1475483.0,5201538.0,4335263.0,5036861.0,4169590.0,8314621.0,-1686287.0,-1907590.0,4720745.0,21450498.0,2.49,0.56,1.29,178.84,7.69,1933.57,0.71,4.05,9.25,19.33,13.83,10.01,1529.58,855.3,111.24,24242.0,33332.0,14269.0
PGAS,February - July 2026,Dec 2022,22571772.0,8861405.0,929170.0,34495196.0,57512933.0,112182254.0,3683110.0,260670.0,15476145.0,5228228.0,58518166.0,5363942.0,43978323.0,53664088.0,55641530.0,12170217.0,9072647.0,2065122.0,8461845.0,-2204112.0,6257733.0,5086729.0,6079417.0,4908414.0,15119560.0,473715.0,-15525635.0,67640.0,22571772.0,2.23,0.52,1.09,209.84,8.39,2213.73,0.8,4.53,9.48,21.87,16.31,9.14,1654.0,788.24,93.98,24242.0,42665.0,15592.0
PGAS,February - July 2026,Dec 2023,19217412.0,6919505.0,1095871.0,28924357.0,54074199.0,101885643.0,3785799.0,612760.0,22402573.0,8027644.0,47225355.0,5311307.0,44314455.0,54660288.0,56295290.0,11325734.0,8211376.0,1507281.0,8088292.0,-2273719.0,5814573.0,4293450.0,6045141.0,4524018.0,11167050.0,-870455.0,-13558608.0,-3262014.0,19231308.0,1.29,0.46,0.86,177.11,6.38,2254.82,0.5,4.21,7.85,20.12,14.59,7.63,1795.05,1013.52,158.85,24242.0,27393.0,15439.0
PGAS,February - July 2026,Dec 2024,22353610.0,6235456.0,1324117.0,32111289.0,52851144.0,103688164.0,3836581.0,1170864.0,18334450.0,11372346.0,44352611.0,5559688.0,48276913.0,59335552.0,61227875.0,12240033.0,8988198.0,1217372.0,9345743.0,-2240765.0,7104978.0,5485492.0,7270407.0,5650921.0,12689860.0,-784430.0,-9180446.0,2724983.0,22353610.0,1.75,0.43,0.75,226.29,7.03,2447.68,0.65,5.29,9.24,19.99,14.68,8.96,1943.36,858.81,122.22,24242.0,38544.0,16161.0
PGAS,February - July 2026,Sep 2025,21333557.0,6427963.0,1426073.0,32074340.0,52362208.0,102499366.0,3595320.0,1928012.0,16564970.0,10731145.0,42235959.0,5742362.0,49301461.0,60263408.0,48789068.0,8382310.0,6332557.0,823887.0,7202017.0,-1549952.0,5652065.0,3970902.0,5335267.0,3654104.0,7333682.0,-907674.0,-8226905.0,-1800898.0,21333557.0,1.94,0.41,0.7,225.55,7.49,2485.96,0.68,5.33,9.07,17.18,12.98,11.21,2125.44,942.34,111.28,24242.0,40968.0,16692.0
PGEO,February - July 2026,Dec 2023,10463273.0,2104197.0,349601.0,13328149.0,29967238.0,45763373.0,1274026.0,,3768722.0,,15329152.0,22703358.0,4605377.0,30434221.0,6272680.0,2981942.0,2628656.0,373855.0,3720197.0,-1194840.0,2525357.0,2525728.0,2573789.0,2574160.0,3906160.0,-1211653.0,3722189.0,6416695.0,10463273.0,3.54,0.33,0.5,61.01,19.18,735.19,1.59,5.52,8.3,0.0,0.0,40.27,10.87,17.82,0.93,41396.0,48433.0,15439.0
PGEO,February - July 2026,Dec 2024,10588542.0,2070628.0,298752.0,13390277.0,32719674.0,48441014.0,1564304.0,,3673331.0,,15977573.0,23829298.0,5366309.0,32463441.0,6579466.0,,,518994.0,3687278.0,-1096637.0,2590641.0,2593744.0,2539766.0,2542869.0,4174128.0,-1631194.0,-3088997.0,-546064.0,10588542.0,3.65,0.33,0.49,62.49,14.96,782.1,1.2,5.35,7.99,0.0,49.39,39.42,58.65,93.85,6.27,41508.0,38810.0,16161.0
PGEO,February - July 2026,Sep 2025,10484629.0,2716974.0,500443.0,13884139.0,33159626.0,49448014.0,1173147.0,,3018882.0,,15980754.0,24758943.0,5006432.0,33467260.0,5322428.0,,,381830.0,2462387.0,-722146.0,1740241.0,1740592.0,1740241.0,1740592.0,3125226.0,-1121318.0,-2515985.0,-512077.0,10484629.0,4.6,0.32,0.48,55.14,25.3,800.53,1.74,4.66,6.89,56.03,,43.31,111.74,202.65,9.93,41807.0,58320.0,16692.0
PTBA,February - July 2026,Dec 2021,4394195.0,3099840.0,1207585.0,18211500.0,8321231.0,36123703.0,1270363.0,3700.0,7500647.0,2240.0,11869979.0,1152066.0,22113233.0,24253724.0,29261468.0,13484223.0,9890492.0,158426.0,10358675.0,-2321787.0,8036888.0,7909113.0,7575939.0,7448164.0,10795075.0,-9838749.0,-911583.0,44743.0,4394195.0,2.43,0.33,0.49,686.52,3.95,2105.24,1.29,21.89,32.61,46.08,33.8,27.03,5567.21,810.94,205.43,11521.0,31221.0,14269.0
PTBA,February - July 2026,Dec 2022,7030343.0,3509912.0,3837187.0,24432148.0,8410051.0,45359207.0,1935818.0,2240.0,10701780.0,1860.0,16443161.0,1152066.0,26291817.0,28916046.0,42648590.0,17966286.0,14622830.0,200203.0,16202314.0,-3422887.0,12779427.0,12567582.0,12766366.0,12554521.0,12527439.0,-1294274.0,-8668614.0,2564551.0,7030343.0,2.28,0.36,0.57,1090.87,3.38,2509.93,1.47,27.71,43.46,42.13,34.29,29.47,6255.73,573.46,169.53,11521.0,42511.0,15592.0
PTBA,February - July 2026,Dec 2023,4138867.0,3797292.0,5499614.0,15148356.0,8566210.0,38765189.0,2082188.0,68000.0,9968101.0,,17201993.0,1152066.0,19019132.0,21563196.0,38488867.0,9157305.0,6564308.0,204038.0,8154313.0,-1861792.0,6292521.0,6105856.0,5483717.0,5297052.0,3104707.0,7248649.0,-13234918.0,-2881562.0,4138867.0,1.52,0.44,0.8,529.99,4.6,1871.7,1.3,15.75,28.32,23.79,17.06,15.86,7349.78,1386.77,301.22,11521.0,28110.0,15439.0
PTBA,February - July 2026,Dec 2024,4132858.0,5030071.0,4869337.0,15233514.0,8735714.0,41854334.0,2920012.0,1397680.0,12043578.0,,19210522.0,1152066.0,19598885.0,22643812.0,42764968.0,8202210.0,5335005.0,283690.0,6259246.0,-1119823.0,5139423.0,5103720.0,5606581.0,5570878.0,5049190.0,-944274.0,-4139429.0,-34513.0,4132858.0,1.26,0.46,0.85,443.01,6.21,1965.5,1.4,12.19,22.54,19.18,12.48,11.93,7747.49,1748.85,281.73,11521.0,31682.0,16161.0
PTBA,February - July 2026,Sep 2025,4005385.0,5304715.0,4707555.0,15380027.0,10368306.0,42836755.0,4034742.0,100.0,15004954.0,,22063478.0,1152066.0,17441094.0,20773277.0,31330296.0,3565941.0,1495380.0,247932.0,1838554.0,-438411.0,1400143.0,1394026.0,1991972.0,1985855.0,4203484.0,-2205666.0,-2174445.0,-176627.0,4005385.0,1.02,0.52,1.06,283.61,8.29,1803.13,1.3,7.63,15.73,11.38,4.77,10.43,8079.92,2848.93,349.78,11521.0,27074.0,16692.0
SCMA,February - July 2026,Dec 2021,3232181.0,1952539.0,783593.0,6660356.0,1546522.0,9913441.0,491938.0,1460.0,1697697.0,600000.0,2452264.0,739706.0,6297653.0,7461177.0,5930261.0,3043736.0,1694877.0,51320.0,1725634.0,-387648.0,1337986.0,1347464.0,1335260.0,1346238.0,1324801.0,-255730.0,1450004.0,2519075.0,3232181.0,3.92,0.25,0.33,18.22,17.9,100.87,3.23,13.59,18.06,51.33,28.58,22.72,1472.16,8081.59,451.58,73971.0,24114.0,14269.0
SCMA,February - July 2026,Dec 2022,2330538.0,2292149.0,1096641.0,7629133.0,1664144.0,10959097.0,576919.0,295202.0,2082975.0,,2249801.0,739706.0,6985995.0,8709296.0,7132534.0,2702212.0,917954.0,39798.0,1095326.0,-415451.0,679875.0,846361.0,692504.0,853214.0,-462457.0,-735641.0,209486.0,-988612.0,2330538.0,3.66,0.21,0.26,11.44,18.0,117.74,1.75,7.72,9.72,37.89,12.87,11.87,1474.66,12888.29,715.85,73971.0,15238.0,15592.0
SCMA,February - July 2026,Dec 2023,634488.0,2275882.0,1205587.0,7427106.0,1825612.0,11052506.0,579712.0,4373.0,2278214.0,,2569934.0,739706.0,6909756.0,8482572.0,6513197.0,2185852.0,338108.0,11966.0,419000.0,-263135.0,155865.0,334609.0,151839.0,331588.0,1398233.0,-2378343.0,-714711.0,-1694821.0,634488.0,3.26,0.23,0.3,4.52,37.58,114.67,1.48,3.03,3.94,33.56,5.19,5.14,1481.16,32743.38,871.27,73971.0,12575.0,15439.0
SCMA,February - July 2026,Dec 2024,2527538.0,1967301.0,1172889.0,7252332.0,1869184.0,10815251.0,479296.0,7613.0,2197525.0,,2459005.0,739706.0,6870916.0,8356247.0,7057824.0,2527301.0,710548.0,1948.0,801615.0,-316536.0,485079.0,594854.0,511485.0,612200.0,983879.0,1556862.0,-657299.0,1883442.0,2527538.0,3.3,0.23,0.29,8.04,20.77,112.97,1.48,5.5,7.12,35.81,10.07,8.43,1491.16,18542.7,892.91,73971.0,12353.0,16161.0
SCMA,February - July 2026,Sep 2025,1937124.0,1808999.0,1259544.0,6470463.0,1796639.0,10032535.0,381096.0,16568.0,1800790.0,,2074744.0,739706.0,6320077.0,7957791.0,5046431.0,1955134.0,654730.0,1314.0,746418.0,-221297.0,525122.0,591574.0,526348.0,592184.0,148946.0,173860.0,-931007.0,-608202.0,1937124.0,3.59,0.21,0.26,9.15,36.71,107.58,3.12,6.75,8.51,38.74,12.97,13.42,1518.16,16585.85,449.16,73971.0,24854.0,16692.0
SMGR,February - July 2026,Dec 2021,2470289.0,5512832.0,4615474.0,15270235.0,54720267.0,76504240.0,7612522.0,499666.0,14210166.0,8505106.0,36721357.0,593152.0,32944087.0,39782883.0,34957871.0,10953331.0,5018705.0,1627731.0,3470137.0,-1387790.0,2082347.0,2021190.0,2157170.0,2080553.0,6688789.0,-1789177.0,-5360657.0,-461045.0,2470289.0,1.07,0.48,0.92,340.75,21.28,6707.03,1.08,2.64,5.08,31.33,14.36,5.78,7694.26,2258.01,106.13,5932.0,43004.0,14269.0
SMGR,February - July 2026,Dec 2022,6007333.0,5521338.0,5610233.0,18878979.0,57805992.0,82960012.0,8095924.0,975000.0,13061027.0,7728223.0,35720652.0,675154.0,34270564.0,47239360.0,36378597.0,10677604.0,4569146.0,1427618.0,3298835.0,-799752.0,2499083.0,2364836.0,2918601.0,2748709.0,6037529.0,-566637.0,-2440997.0,3029895.0,6007333.0,1.45,0.43,0.76,350.27,18.77,6996.83,0.94,2.85,5.01,29.35,12.56,6.5,7866.9,2245.98,119.65,6752.0,44391.0,15592.0
SMGR,February - July 2026,Dec 2023,6939841.0,5787852.0,5133737.0,19782972.0,56771009.0,81820529.0,8096285.0,1010000.0,16111660.0,6273089.0,34019553.0,675154.0,34785676.0,47800976.0,38651360.0,10176977.0,4312371.0,1390231.0,3303760.0,-1008159.0,2295601.0,2170497.0,2266055.0,2168662.0,5745360.0,-1656184.0,-3146132.0,943044.0,6939841.0,1.23,0.42,0.71,321.48,19.91,7080.01,0.9,2.65,4.54,26.33,11.16,5.62,8112.09,2523.34,126.75,6752.0,43210.0,15439.0
SMGR,February - July 2026,Dec 2024,3659130.0,5126735.0,5192941.0,16224031.0,55498125.0,76993082.0,7799883.0,1145000.0,12943911.0,4877274.0,28685871.0,675154.0,34933396.0,48307211.0,36186127.0,7931126.0,2334960.0,1203927.0,1251199.0,-479525.0,771674.0,719763.0,1131363.0,1082072.0,4243539.0,-1514291.0,-6021842.0,-3292594.0,3659130.0,1.25,0.37,0.59,106.61,30.86,7154.99,0.46,0.93,1.49,21.92,6.45,1.99,8196.82,7688.8,249.14,6752.0,22213.0,16161.0
SMGR,February - July 2026,Sep 2025,3916537.0,5600429.0,5348506.0,17159059.0,54079296.0,76402453.0,7638325.0,,15242329.0,3653872.0,28657088.0,675154.0,34399488.0,47745365.0,25304654.0,4990201.0,1096383.0,631350.0,374557.0,-213728.0,160829.0,114837.0,197439.0,150431.0,1789601.0,-569303.0,-983263.0,237035.0,3916537.0,1.13,0.38,0.6,17.01,166.91,7071.77,0.4,0.15,0.24,19.72,4.33,0.45,8293.03,48739.73,314.13,6752.0,19174.0,16692.0
TLKM,February - July 2026,Dec 2021,38311000.0,8510000.0,779000.0,61277000.0,165026000.0,277184000.0,17170000.0,6311000.0,69131000.0,29745000.0,131785000.0,4953000.0,104587000.0,145399000.0,143210000.0,,-5181000.0,4365000.0,43678000.0,-9730000.0,33948000.0,24760000.0,35928000.0,26767000.0,68353000.0,-37703000.0,-12986000.0,17664000.0,38311000.0,0.89,0.48,0.91,249.94,16.16,1467.75,2.75,8.93,17.03,,,17.29,5130.77,2052.77,127.0,99062.0,400211.0,14269.0
TLKM,February - July 2026,Dec 2022,31947000.0,8634000.0,1144000.0,55057000.0,173329000.0,275192000.0,18457000.0,7788000.0,70388000.0,22085000.0,125930000.0,4953000.0,111897000.0,149262000.0,147306000.0,,-5440000.0,4033000.0,36339000.0,-8659000.0,27680000.0,20753000.0,29447000.0,22468000.0,73354000.0,-39250000.0,-40837000.0,-6733000.0,31947000.0,0.78,0.46,0.84,209.49,17.9,1506.75,2.49,7.54,13.9,,,14.09,5280.74,2520.7,140.82,99062.0,371483.0,15592.0
TLKM,February - July 2026,Dec 2023,29007000.0,10667000.0,997000.0,55613000.0,180755000.0,287042000.0,18608000.0,9282000.0,71568000.0,22978000.0,130480000.0,4953000.0,118441000.0,156562000.0,149216000.0,,-6363000.0,4652000.0,40794000.0,-8586000.0,32208000.0,24560000.0,30754000.0,23083000.0,60581000.0,-36909000.0,-26567000.0,-2895000.0,29007000.0,0.78,0.45,0.83,247.92,15.93,1580.44,2.5,8.56,15.69,,,16.46,5448.34,2197.57,137.93,99062.0,391296.0,15439.0
TLKM,February - July 2026,Dec 2024,33905000.0,12193000.0,1096000.0,63080000.0,207476000.0,299675000.0,15336000.0,13519000.0,76767000.0,22822000.0,137185000.0,4953000.0,124933000.0,162490000.0,149967000.0,,-6880000.0,5208000.0,39153000.0,-8410000.0,30743000.0,23649000.0,31638000.0,24434000.0,61600000.0,-29456000.0,-27505000.0,4639000.0,33905000.0,0.82,0.46,0.84,238.73,11.35,1640.28,1.65,7.89,14.55,,,15.77,5626.84,2357.0,207.63,99062.0,268459.0,16161.0
TLKM,February - July 2026,Sep 2025,31554000.0,12546000.0,1085000.0,58408000.0,205133000.0,291897000.0,14306000.0,20150000.0,75685000.0,23106000.0,136885000.0,4953000.0,119664000.0,155012000.0,109617000.0,,-5661000.0,4031000.0,26422000.0,-5827000.0,20595000.0,15784000.0,20908000.0,16097000.0,49605000.0,-18550000.0,-33713000.0,-2658000.0,31554000.0,0.77,0.47,0.88,219.64,13.93,1564.79,1.96,7.45,14.04,,,19.85,5839.31,2658.58,167.8,99062.0,303130.0,16692.0
TOWR,February - July 2026,Dec 2021,4748364.0,2171296.0,14572.0,7398138.0,32951482.0,65828670.0,521678.0,14035264.0,21880264.0,17918562.0,53766654.0,510146.0,12394007.0,12062016.0,8635346.0,6295173.0,5574505.0,1370274.0,4050968.0,-603093.0,3447875.0,3427375.0,3417068.0,3396568.0,6196246.0,-18617085.0,15728237.0,3307398.0,4748364.0,0.34,0.82,4.46,67.18,16.75,236.44,4.76,5.21,28.41,72.9,64.55,39.69,267.68,398.43,23.79,51015.0,57391.0,14269.0
TOWR,February - July 2026,Dec 2022,308636.0,2557804.0,15943.0,3651134.0,37152092.0,65625136.0,839297.0,,14446084.0,29261583.0,51192802.0,510146.0,14635878.0,14432334.0,11035650.0,8121200.0,7209876.0,2391801.0,4459251.0,-962716.0,3496535.0,3442025.0,3584080.0,3528733.0,8072991.0,-5887863.0,-6709726.0,-4524598.0,308636.0,0.25,0.78,3.55,67.47,16.3,282.91,3.89,5.24,23.85,73.59,65.33,31.19,291.78,432.45,26.53,51015.0,56116.0,15592.0
TOWR,February - July 2026,Dec 2023,428677.0,3086334.0,8695.0,4426883.0,40385074.0,68418946.0,1206943.0,,24298953.0,24825810.0,51907282.0,510146.0,16688820.0,16511664.0,11740345.0,8212591.0,7136295.0,2858027.0,4103794.0,-800152.0,3303642.0,3253097.0,3281051.0,3231457.0,8915256.0,-4546860.0,-4246921.0,121475.0,428677.0,0.18,0.76,3.14,63.77,15.53,323.67,3.06,4.75,19.7,69.95,60.78,27.71,315.88,495.36,31.91,51015.0,50504.0,15439.0
TOWR,February - July 2026,Dec 2024,940183.0,3292793.0,,4955840.0,47477953.0,77828380.0,1008214.0,,20124235.0,35264883.0,58659171.0,510146.0,19122894.0,19169209.0,12735815.0,8739493.0,7602416.0,3137673.0,4195695.0,-831089.0,3364606.0,3335437.0,3364695.0,3335779.0,9340067.0,-8005524.0,-783037.0,551506.0,940183.0,0.25,0.75,3.06,65.38,10.02,375.76,1.74,4.29,17.4,68.62,59.69,26.19,333.98,510.82,50.99,51015.0,33415.0,16161.0
TOWR,February - July 2026,Sep 2025,919478.0,2671162.0,,4308293.0,48303137.0,78294740.0,1163756.0,,13248073.0,36178353.0,51965088.0,590981.0,20888561.0,26329652.0,9686701.0,6602072.0,5750379.0,2399815.0,3098732.0,-545563.0,2553169.0,2555244.0,2388596.0,2390457.0,8581693.0,-2704300.0,-5891803.0,-14410.0,919478.0,0.33,0.66,1.97,58.27,10.04,445.52,1.31,4.4,13.08,68.16,59.36,35.55,356.75,612.28,60.98,59098.0,34572.0,16692.0
UNTR,February - July 2026,Dec 2021,33321741.0,11745154.0,9660089.0,60604068.0,20456694.0,112561356.0,14517987.0,5350875.0,30489218.0,2497075.0,40738599.0,932534.0,56673028.0,71822757.0,79460503.0,19664961.0,14875615.0,754155.0,14462250.0,-3853983.0,10608267.0,10279683.0,11952260.0,11562960.0,23284854.0,-3158997.0,-7419838.0,12706019.0,33321741.0,1.99,0.36,0.57,2755.85,8.04,19254.73,1.15,9.13,14.31,24.75,18.72,12.94,12690.0,460.48,57.29,3730.0,82622.0,14269.0
UNTR,February - July 2026,Dec 2022,38281513.0,17033575.0,15644879.0,78930048.0,23677857.0,140478220.0,24848751.0,7705.0,42037402.0,16573354.0,50964395.0,932534.0,71323525.0,89513825.0,123607460.0,34758688.0,29132716.0,759935.0,29446041.0,-6452368.0,22993673.0,21005105.0,28048594.0,25696968.0,32891585.0,-10401292.0,-18653279.0,3837014.0,38281513.0,1.88,0.36,0.57,5631.19,4.63,23997.48,1.09,14.95,23.47,28.12,23.57,16.99,14413.0,255.95,55.28,3730.0,97263.0,15592.0
UNTR,February - July 2026,Dec 2023,18596609.0,19429613.0,17266705.0,62667105.0,36001559.0,154028248.0,29110573.0,2294332.0,43038299.0,14862421.0,69992685.0,932534.0,66871346.0,84035563.0,128583264.0,35786237.0,29723143.0,1879411.0,28720340.0,-6590244.0,22130096.0,20611775.0,21142807.0,19720991.0,26346848.0,-33439773.0,-12230036.0,-19322961.0,18596609.0,1.46,0.45,0.83,5525.74,4.09,22528.83,1.0,13.38,24.53,27.83,23.12,16.03,21299.0,385.45,94.14,3730.0,84394.0,15439.0
UNTR,February - July 2026,Dec 2024,25092519.0,19009230.0,17092380.0,69979284.0,40952036.0,169480618.0,28985000.0,6908365.0,45302555.0,9582669.0,71305445.0,932534.0,78162885.0,98175173.0,134426998.0,33831560.0,27181530.0,2650579.0,25897052.0,-5778523.0,20118529.0,19531205.0,22587021.0,21817567.0,30044864.0,-14202531.0,-9468173.0,6374160.0,25092519.0,1.54,0.42,0.73,5236.06,5.11,26319.47,1.02,11.52,19.89,25.17,20.22,14.53,24236.0,462.87,90.52,3730.0,99874.0,16161.0
UNTR,February - July 2026,Sep 2025,28320210.0,20403125.0,18941654.0,78164827.0,43243843.0,178710181.0,28328877.0,,53196421.0,,76128075.0,932534.0,82177482.0,102582106.0,100465203.0,22036503.0,16906400.0,2001706.0,15487344.0,-3739073.0,11748271.0,11475166.0,12022110.0,11614408.0,18353957.0,-7875144.0,-7439720.0,3039093.0,28320210.0,1.47,0.43,0.74,4132.48,6.48,27500.91,0.97,8.63,15.03,21.93,16.83,15.34,26954.0,652.25,91.37,3730.0,99874.0,16692.0
UNVR,February - July 2026,Dec 2021,325197.0,4516555.0,2453871.0,7642208.0,10102086.0,19068532.0,4571352.0,,12445152.0,,14747263.0,76300.0,4148969.0,4321269.0,39545959.0,19626387.0,7677923.0,184876.0,7496592.0,-1738444.0,5758148.0,5758148.0,5716801.0,5716801.0,7902091.0,-681255.0,-7739754.0,-518918.0,325197.0,0.61,0.77,3.41,150.93,27.23,113.27,36.28,30.2,133.25,49.63,19.42,14.56,22188.0,14700.42,539.85,38150.0,156796.0,14269.0
UNVR,February - July 2026,Dec 2022,502882.0,3924499.0,2625116.0,7567768.0,9536027.0,18318114.0,4699974.0,,12442223.0,,14320858.0,76300.0,3824956.0,3997256.0,41218881.0,19064937.0,7069781.0,85211.0,6993803.0,-1629042.0,5364761.0,5364761.0,5512937.0,5512937.0,8061314.0,-526063.0,-7357788.0,177463.0,502882.0,0.61,0.78,3.58,140.62,33.42,104.78,44.86,29.29,134.21,46.25,17.15,13.02,22341.0,15887.18,475.34,38150.0,179305.0,15592.0
UNVR,February - July 2026,Dec 2023,1020598.0,2343012.0,2422044.0,6191839.0,9310734.0,16664086.0,4063637.0,,11223968.0,,13282848.0,76300.0,3208938.0,3381238.0,38611401.0,19194514.0,6279208.0,105970.0,6201876.0,-1400936.0,4800940.0,4800940.0,4496082.0,4496082.0,7118088.0,-829323.0,-5771276.0,517489.0,1020598.0,0.55,0.8,3.93,125.84,28.05,88.63,39.83,28.81,141.99,49.71,16.26,12.43,22475.0,17859.45,636.69,38150.0,134670.0,15439.0
UNVR,February - July 2026,Dec 2024,671180.0,1880942.0,2505852.0,5280548.0,9321605.0,16046195.0,3983297.0,,11830201.0,,13896928.0,76300.0,1976967.0,2149267.0,35138643.0,16719681.0,4434965.0,82932.0,4350424.0,-981731.0,3368693.0,3368693.0,3269729.0,3269729.0,3959982.0,-1014874.0,-3294681.0,-349573.0,671180.0,0.45,0.87,6.47,88.3,21.35,56.34,33.46,20.99,156.74,47.58,12.62,9.59,22593.0,25586.27,1198.57,38150.0,71913.0,16161.0
